the,4260
to,4166
of,3686
and,3445
her,2510
a,2099
in,1984
i,1921
was,1844
it,1712
she,1571
that,1363
be,1303
for,1256
not,1255
as,1222
you,1219
he,1082
with,1031
his,1015
had,993
at,846
have,821
but,800
is,771
by,765
on,701
all,665
so,634
him,632
elinor,616
my,613
which,596
could,573
no,557
from,552
mrs,525
would,514
they,510
very,498
their,496
marianne,488
this,477
them,461
were,440
been,438
what,428
any,427
me,422
or,420
more,403
your,387
said,387
every,373
than,363
will,360
such,359
an,345
do,334
one,317
if,309
when,301
must,292
only,288
much,287
own,269
who,267
are,252
herself,249
did,240
should,238
time,237
am,235
there,231
now,230
know,228
dashwood,224
how,221
we,221
might,215
can,214
sister,213
though,213
some,213
has,213
edward,210
well,209
miss,209
think,205
after,202
mother,201
before,198
jennings,198
other,197
may,189
never,186
thing,184
without,182
too,181
nothing,180
mr,178
soon,178
willoughby,176
see,174
ever,167
being,165
colonel,163
out,162
first,160
say,158
most,157
little,156
lucy,156
however,154
about,152
two,150
house,148
then,148
great,147
john,147
good,145
make,142
its,141
again,140
day,138
lady,137
made,137
give,130
sure,130
shall,129
even,125
heart,123
always,123
sir,118
thought,116
brandon,116
into,115
dear,115
man,114
away,113
himself,111
up,111
saw,111
while,109
ferrars,109
felt,104
last,103
long,103
young,103
many,101
same,101
enough,100
sisters,99
still,99
replied,99
myself,99
upon,99
left,98
over,98
come,98
go,98
mind,97
happy,97
room,97
less,96
both,95
where,94
kind,94
therefore,93
cannot,93
quite,92
us,92
seemed,91
indeed,90
believe,90
world,89
barton,89
came,89
project,88
tell,88
almost,87
hope,87
middleton,87
moment,85
cried,85
really,84
town,84
present,83
nor,83
family,82
till,82
place,80
perhaps,80
few,80
morning,80
like,79
affection,78
our,78
heard,78
better,77
down,76
love,75
another,75
letter,75
way,74
rather,74
yet,74
found,74
feelings,72
mariannes,72
once,72
wish,72
gave,71
something,71
together,71
immediately,71
person,70
done,70
hear,70
whom,69
brother,69
subject,69
home,68
far,68
between,68
least,68
spirits,68
look,68
just,68
told,68
pleasure,66
whole,66
against,66
these,66
feel,65
towards,65
hardly,65
woman,64
poor,64
because,64
within,63
behaviour,63
happiness,63
engagement,63
friends,63
palmer,63
opinion,62
acquaintance,62
three,62
visit,62
others,62
knew,61
elinors,61
since,61
looked,61
comfort,60
certainly,60
cottage,60
known,59
general,58
leave,58
having,58
going,58
each,58
brought,58
speak,58
under,57
life,57
attention,57
off,57
work,57
manner,56
dashwoods,56
people,56
oh,56
end,56
here,56
does,56
seen,56
short,56
gutenbergtm,56
half,55
yes,55
eyes,55
continued,55
find,55
wished,54
situation,54
suppose,54
side,54
norland,53
rest,53
given,53
reason,53
returned,52
part,52
often,52
park,51
days,51
longer,51
took,51
next,51
chapter,50
married,50
voice,50
friend,50
those,49
already,49
mothers,49
possible,49
farther,49
regard,49
party,49
body,49
passed,49
went,49
years,48
particular,48
word,48
evening,48
thousand,47
whose,47
why,47
street,47
determined,46
beyond,46
business,46
able,46
matter,46
minutes,46
obliged,46
old,45
neither,45
take,45
doubt,45
received,44
marriage,44
power,44
return,44
name,44
else,44
glad,44
interest,43
perfectly,43
called,43
edwards,43
account,43
directly,43
full,43
put,43
wife,42
kindness,42
whether,42
entirely,42
added,41
fanny,41
began,41
seeing,41
hours,41
pounds,40
means,40
equally,40
want,40
carriage,40
set,40
engaged,40
surprise,40
talk,40
four,39
conversation,39
entered,39
through,39
back,39
saying,39
hand,39
greater,38
whatever,38
expected,38
real,38
point,38
willoughbys,38
steele,38
spent,37
fortune,37
coming,37
